"...1","placekey","region","sub_category","category_tags","visitor_home_cbg","count"
25737393,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890503011",7
25737394,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890503021",5
25737395,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890503022",4
25737396,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120310103012",4
25737397,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890504004",4
25737398,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890501015",4
25737399,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120310103041",4
25737400,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890503012",4
25737401,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890501021",4
25737402,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890505031",4
25737403,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890501011",4
25737404,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890502024",4
25737405,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890502022",4
25737406,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120310143321",4
25737407,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120310101012",4
25737408,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890502032",4
25737409,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890502021",4
25737410,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890505033",4
25737411,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120310103031",4
25884068,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090646022",25
25884069,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090646012",10
25884070,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090644003",8
25884071,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090641022",8
25884072,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090644001",7
25884073,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090713391",7
25884074,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090646011",7
25884075,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090713362",6
25884076,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090650011",6
25884077,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090650221",6
25884078,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090641252",5
25884079,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090713321",5
25884080,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090641261",5
25884081,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090644002",5
25884082,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090641251",4
25884083,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090650212",4
25884084,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090645002",4
25884085,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090645001",4
25884086,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090652021",4
25884087,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090641233",4
25884088,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090641242",4
25884089,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090713404",4
25884090,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090647002",4
25884091,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090713341",4
25884092,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090631073",4
25884093,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090643013",4
25884094,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090664003",4
25884095,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090713363",4
25884096,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090669004",4
25884097,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090641241",4
25884098,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090713351",4
25884099,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090651241",4
25884100,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090641021",4
25884101,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090643021",4
25884102,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090641231",4
25884103,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090713222",4
25884104,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090661031",4
25884105,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090642021",4
25884106,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090651212",4
25884107,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090646013",4
25884108,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090641274",4
25884109,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120970433021",4
25884110,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090713382",4
25884111,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090713352",4
25884112,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090641272",4
25884113,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090713403",4
25884114,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090714003",4
25884115,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090666002",4
25884116,"restaurant_46","FL","Limited-Service Restaurants","Bar or Pub,Burgers,Deli,Late Night","120090631052",4
27091385,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279504002",9
27091386,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279508001",9
27091387,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279508006",7
27091388,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279508004",6
27091389,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279510003",6
27091390,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279509004",5
27091391,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279508005",5
27091392,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279501003",4
27091393,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191712904002",4
27091394,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279503004",4
27091395,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191712904003",4
27091396,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279504003",4
27091397,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279506002",4
27091398,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","190759604002",4
27091399,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279501002",4
27091400,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279509002",4
27091401,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279507004",4
27091402,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279504001",4
27091403,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279506005",4
27091404,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279507001",4
27091405,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191712905001",4
27091406,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191573704003",4
27091407,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279505003",4
27091408,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279509003",4
27091409,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191712903001",4
27091410,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","190759604001",4
27091411,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191573702001",4
27091412,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","190990401004",4
27091413,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279505002",4
27091414,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279502002",4
27091415,"restaurant_99","IA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","191279504004",4
27557752,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020133",25
27557753,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020112",14
27557754,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020111",9
27557755,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020033",8
27557756,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020141",7
27557757,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020031",7
27557758,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020071",6
27557759,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020032",6
27557760,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020151",5
27557761,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020131",5
27557762,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810016013",5
27557763,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810019122",4
27557764,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020122",4
27557765,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810012022",4
27557766,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810007051",4
27557767,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120570140021",4
27557768,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020072",4
27557769,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810019101",4
27557770,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","121150014012",4
27557771,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120860182001",4
27557772,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810014031",4
27557773,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810003071",4
27557774,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810007032",4
27557775,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810004032",4
27557776,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020142",4
27557777,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020171",4
27557778,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810019073",4
27557779,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810005013",4
27557780,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020051",4
27557781,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120570138071",4
27557782,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810001053",4
27557783,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020082",4
27557784,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","121150012041",4
27557785,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810019082",4
27557786,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810007042",4
27557787,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810013001",4
27557788,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120499704003",4
27557789,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810005011",4
27557790,"restaurant_81","FL","Full-Service Restaurants","Chicken Wings,Pizza,Sandwich Shop","120810020081",4
27686619,"restaurant_15","TX","Full-Service Restaurants","BBQ and Southern Food,Burgers","481872108031",4
28028652,"restaurant_94","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Cafeteria,Catering,Counter Service,Dessert,Snacks","481677256003",10
28028653,"restaurant_94","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Cafeteria,Catering,Counter Service,Dessert,Snacks","481677257001",8
28028654,"restaurant_94","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Cafeteria,Catering,Counter Service,Dessert,Snacks","481677261002",5
