"...1","placekey","region","sub_category","category_tags","visitor_home_cbg","count"
10936373,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230012012",4
10936374,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230006001",4
10936375,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230010055",4
10936376,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230014172",4
10936377,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230012013",4
10936378,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230010041",4
10936379,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230011001",4
10936380,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230023003",4
10936381,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230018001",4
10936382,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230008002",4
10936383,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230009001",4
10936384,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","080690020101",4
10936385,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230002002",4
10936386,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230007041",4
10936387,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230004022",4
10936388,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230014091",4
10936389,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","080690013014",4
10936390,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230012022",4
10936391,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","060730083471",4
10936392,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","080690018061",4
10936393,"restaurant_73","CO","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch,Mexican Food","081230017003",4
11128035,"restaurant_62","CA","Full-Service Restaurants",NA,"060710250001",98
11128036,"restaurant_62","CA","Full-Service Restaurants",NA,"020900011001",4
11128037,"restaurant_62","CA","Full-Service Restaurants",NA,"480990105022",4
11128038,"restaurant_62","CA","Full-Service Restaurants",NA,"480270231082",4
11128039,"restaurant_62","CA","Full-Service Restaurants",NA,"480990105032",4
11128040,"restaurant_62","CA","Full-Service Restaurants",NA,"480270232031",4
11222691,"restaurant_2","CA","Full-Service Restaurants","Mexican Food,Seafood","060590748032",4
11222692,"restaurant_2","CA","Full-Service Restaurants","Mexican Food,Seafood","060590626411",4
11700520,"restaurant_27","WA","Snack and Nonalcoholic Beverage Bars","Bar or Pub,Coffee Shop,Late Night,Wine Bar","530330316032",9
11700521,"restaurant_27","WA","Snack and Nonalcoholic Beverage Bars","Bar or Pub,Coffee Shop,Late Night,Wine Bar","530330316033",6
11700522,"restaurant_27","WA","Snack and Nonalcoholic Beverage Bars","Bar or Pub,Coffee Shop,Late Night,Wine Bar","530330316051",4
12178338,"restaurant_34","IL","Full-Service Restaurants","Sushi,Thai Food","170311502004",6
12178339,"restaurant_34","IL","Full-Service Restaurants","Sushi,Thai Food","170311602004",4
12178340,"restaurant_34","IL","Full-Service Restaurants","Sushi,Thai Food","170311104001",4
12178341,"restaurant_34","IL","Full-Service Restaurants","Sushi,Thai Food","170311502002",4
12178342,"restaurant_34","IL","Full-Service Restaurants","Sushi,Thai Food","170311507001",4
12178343,"restaurant_34","IL","Full-Service Restaurants","Sushi,Thai Food","170312001003",4
12178344,"restaurant_34","IL","Full-Service Restaurants","Sushi,Thai Food","170311105021",4
12459791,"restaurant_24","CA","Full-Service Restaurants",NA,"060375407002",18
12459792,"restaurant_24","CA","Full-Service Restaurants",NA,"060375413004",6
12459793,"restaurant_24","CA","Full-Service Restaurants",NA,"060375414001",4
12459794,"restaurant_24","CA","Full-Service Restaurants",NA,"060375415004",4
12459795,"restaurant_24","CA","Full-Service Restaurants",NA,"060372077101",4
12459796,"restaurant_24","CA","Full-Service Restaurants",NA,"060375406001",4
12459797,"restaurant_24","CA","Full-Service Restaurants",NA,"060375415003",4
12459798,"restaurant_24","CA","Full-Service Restaurants",NA,"060375432024",4
12459799,"restaurant_24","CA","Full-Service Restaurants",NA,"060375406002",4
12459800,"restaurant_24","CA","Full-Service Restaurants",NA,"060375416062",4
12791288,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450102001",19
12791289,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450103042",14
12791290,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450102002",12
12791291,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450103032",10
12791292,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450108002",9
12791293,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450103022",8
12791294,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450019002",7
12791295,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450116003",6
12791296,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450110005",6
12791297,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450118002",5
12791298,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450103041",5
12791299,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450108001",5
12791300,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450101002",5
12791301,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450101001",5
12791302,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450107002",5
12791303,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450120011",5
12791304,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172855002",5
12791305,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450103021",5
12791306,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450103043",5
12791307,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450121002",5
12791308,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450103023",5
12791309,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450107004",4
12791310,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450115002",4
12791311,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450020001",4
12791312,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450121001",4
12791313,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450111001",4
12791314,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450104032",4
12791315,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450101005",4
12791316,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450104031",4
12791317,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172851001",4
12791318,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450113001",4
12791319,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450131003",4
12791320,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450101004",4
12791321,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450113002",4
12791322,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172854003",4
12791323,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450116002",4
12791324,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450020004",4
12791325,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261570008004",4
12791326,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450107006",4
12791327,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450002002",4
12791328,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450110002",4
12791329,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450120031",4
12791330,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450006001",4
12791331,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450126003",4
12791332,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450010002",4
12791333,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450105021",4
12791334,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172854002",4
12791335,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450006002",4
12791336,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172857001",4
12791337,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450015003",4
12791338,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450104011",4
12791339,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450124001",4
12791340,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172853001",4
12791341,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172853003",4
12791342,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261112904001",4
12791343,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261570009004",4
12791344,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172859002",4
12791345,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450011003",4
12791346,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450104033",4
12791347,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261570009001",4
12791348,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261112911021",4
12791349,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450107001",4
12791350,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261112906002",4
12791351,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450103044",4
12791352,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450104022",4
12791353,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172858004",4
12791354,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450104021",4
12791355,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261112906001",4
12791356,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172856001",4
12791357,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260730002002",4
12791358,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172862002",4
12791359,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450007001",4
12791360,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261112913001",4
12791361,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172807002",4
12791362,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261112904002",4
12791363,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450021005",4
12791364,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450013001",4
12791365,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172810006",4
12791366,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450119011",4
12791367,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450107005",4
12791368,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450116001",4
12791369,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450002001",4
12791370,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172855001",4
12791371,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260690002003",4
12791372,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450130001",4
12791373,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261570008001",4
12791374,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450012001",4
12791375,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450014001",4
12791376,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450131004",4
12791377,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450113003",4
12791378,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450017001",4
12791379,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450103031",4
12791380,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172852022",4
12791381,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172805003",4
12791382,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261570010001",4
12791383,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172805001",4
12791384,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450021004",4
12791385,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260739403002",4
12791386,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261112905002",4
12791387,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450105023",4
12791388,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450009003",4
12791389,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172809001",4
12791390,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260490106102",4
12791391,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450018002",4
12791392,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172862004",4
12791393,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261570007003",4
12791394,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261570013002",4
12791395,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172852011",4
12791396,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450123002",4
12791397,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260490112122",4
12791398,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172861005",4
12791399,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172866006",4
12791400,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261570004002",4
12791401,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261570006001",4
12791402,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172865001",4
12791403,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172806001",4
12791404,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172859001",4
12791405,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450008003",4
12791406,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450120033",4
12791407,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450016004",4
12791408,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260639506002",4
12791409,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261570003001",4
12791410,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172859003",4
12791411,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261570009002",4
12791412,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172852013",4
12791413,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261112901003",4
12791414,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261112908002",4
12791415,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450110006",4
12791416,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450117022",4
12791417,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450014002",4
12791418,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261112907001",4
12791419,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172866001",4
12791420,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450004002",4
12791421,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450113004",4
12791422,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450117011",4
12791423,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260499800001",4
12791424,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450012003",4
12791425,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","260172858001",4
12791426,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450012004",4
12791427,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450112001",4
12791428,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450107003",4
12791429,"restaurant_36","MI","Full-Service Restaurants","American Food,Breakfast,Brunch,Casual Dining,Diner,Dinner,Lunch","261450120021",4
12827242,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371419202022",23
12827243,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371419202031",18
12827244,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371419202011",14
12827245,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371419202012",9
12827246,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371419202023",9
12827247,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371330004021",6
12827248,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371419201032",6
12827249,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290116073",5
12827250,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371419202021",5
12827251,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290116071",4
12827252,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371330004023",4
12827253,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290116082",4
12827254,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371330004011",4
